,sex,weight,height,BMI,left_leg_length,right_leg_length,crouch,stride,speed,push_timing,push_direction,actual_stride,actual_speed,maximal_detour_distance,push_force_normalized,maximal_detour_step,detour_first_step,push_start,push_mid,push_end,push_duration,push_force_not_normalized,push_force_norm_height,push_force_norm_leglength,First Rocker Time,Second Rocker Time,Third Rocker Time,First Rocker %,Second Rocker %,Third Rocker %,swing_foot_ang_heel,mocap_data_name
Subject28,2,64.3,174,21.23794425,92.5,92.5,1,1,1,1,1,1371.552,1192.7075,637.1933,439.7312,3,36.765,55.6845,67.7494,80.7425,0.225,28.27471616,0.162498369,0.305672607,0.0067,1.1867,0.1217,0.5104,90.259,9.2306,4.2468,set4_no8_1.TRC
Subject28,2,64.3,174,21.23794425,92.5,92.5,1,1,1,1,1,1396.4406,1291.133,813.5329,471.842,3,63.5987,52.1246,65.7224,79.3201,0.2,30.3394406,0.174364601,0.327993952,0.0042,0.925,0.1292,0.3879,87.3906,12.2215,3.5696,set4_no8_2.TRC
Subject28,2,64.3,174,21.23794425,92.5,92.5,1,1,1,1,2,1398.39,1251.3026,358.0493,574.607,2,200.2009,54.5455,67.8788,82.4242,0.1917,36.9472301,0.212340403,0.399429515,0.0067,0.7717,0.1417,0.7276,83.8373,15.4352,4.3604,set4_no9_1.TRC
Subject28,2,64.3,174,21.23794425,92.5,92.5,1,1,1,1,2,1379.5038,1237.3475,394.6371,603.1789,2,182.722,62.8205,76.9231,91.0256,0.1833,38.78440327,0.222898869,0.419290846,0.0042,0.7861,0.1306,0.4451,85.3739,14.181,3.1932,set4_no9_2.TRC
Subject28,2,64.3,174,21.23794425,92.5,92.5,2,1,1,1,1,1267.997,1171.6806,262.4382,540.6066,2,96.6682,48.1605,54.8495,62.8763,0.0917,34.76100438,0.199775887,0.375794642,0.0083,0.7,0.16,0.9457,80.5909,18.4635,4.3337,set4_no11_1a.TRC
Subject28,2,64.3,174,21.23794425,92.5,92.5,2,1,1,1,1,1313.5478,1199.4456,281.8495,537.063,2,144.3197,30.7692,47.6923,64.6154,0.1833,34.5331509,0.198466384,0.373331361,0.0048,0.5988,0.1167,0.6373,83.0724,16.2903,3.4249,set4_no11_2.TRC
Subject28,2,64.3,174,21.23794425,92.5,92.5,3,1,1,1,1,1137.584,999.1074,315.2048,557.229,2,77.5154,38.488,59.1065,81.0997,0.2583,35.8298247,0.205918533,0.387349456,0.0017,0.6833,0.1417,0.1942,82.6495,17.1564,5.0585,set4_no13_1.TRC
Subject28,2,64.3,174,21.23794425,92.5,92.5,3,1,1,1,1,1121.1358,1020.4839,191.5901,532.1829,1,81.6723,31.4607,49.4382,68.9139,0.2083,34.21936047,0.196662991,0.369939032,0.0028,0.5972,0.1194,0.3747,82.9504,16.6749,4.5245,set4_no13_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,2,1,1,1,1024.1188,997.2814,158.287,556.8359,1,85.8583,37.2372,50.4505,63.6637,0.1833,30.90439245,0.189249188,0.351186278,0.075,0.5583,0.3283,7.7871,57.8309,34.382,10.6134,set5_no1_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,2,1,1,1,1104.202,1095.9223,136.0796,495.1872,1,61.0708,25,39.4737,55.2632,0.1917,27.4828896,0.168296936,0.312305564,0.0583,0.4479,0.3208,6.9632,54.401,38.6359,14.4115,set5_no1_2a.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,2,1,1,1143.655,921.6044,197.4052,547.0309,1,75.9124,33.3333,46.0317,60.3175,0.1417,30.36021495,0.185916809,0.345002443,0.0333,0.25,0.3333,5.4054,40.5405,54.0541,21.5965,set5_no2_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,2,1,1,1219.502,1029.9939,199.0189,618.3599,1,116.9192,54.5455,72.7273,90.9091,0.15,34.31897445,0.21015906,0.389988346,0.0208,0.2583,0.3042,3.5714,44.2857,52.1429,20.9834,set5_no2_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,1,1,2,1290.2396,1273.1985,470.7721,559.7147,2,222.6869,22.49,41.7671,62.6506,0.2083,31.06416585,0.190227592,0.353001885,0.025,0.2639,0.3306,4.036,42.6126,53.3514,20.3886,set5_no3_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,1,1,2,1222.7776,1171.2802,320.0329,610.6709,2,141.4959,27.551,42.8571,58.1633,0.1667,33.89223495,0.207545836,0.385139034,0.0333,0.3,0.3208,5.0601,45.6222,49.3177,20.9301,set5_no3_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,1,2,2,1207.9236,1156.4702,388.132,518.0106,2,242.5442,24.9027,40.4669,56.0311,0.1667,28.7495883,0.176053817,0.326699867,0.05,0.3208,0.3063,7.3825,47.4354,45.1821,12.7949,set5_no4_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,1,2,2,1302.9236,1241.1002,352.7011,554.2817,1,255.4879,53.3333,67.451,83.1373,0.1583,30.76263435,0.188381104,0.34957539,0.0306,0.3083,0.3389,4.4045,45.1325,50.463,7.9155,set5_no4_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,1,2,1,1265.8202,1227.2681,252.6732,552.5703,1,203.9282,36.0656,54.0984,73.7705,0.1917,30.66765165,0.187799459,0.348496041,0.0667,0.3833,0.45,7.408,42.5962,49.9957,20.15,set5_no5_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,1,2,1,1312.0022,1287.6213,268.3576,611.984,1,207.4959,52.3207,70.8861,89.4515,0.1833,33.965112,0.207992113,0.385967182,0.0667,0.4292,0.425,7.2359,46.5971,46.1671,18.91,set5_no5_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,1,1,1,1301.9678,1273.9183,248.0535,668.1254,2,121.656,27.9476,45.4148,62.8821,0.1667,37.0809597,0.227072625,0.421374542,0.0306,0.25,0.3444,4.8717,40.0166,55.1117,23.1862,set5_no6_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,1,1,1,1,1322.3734,1339.3669,226.6554,554.7222,1,166.6178,25.7426,49.505,73.2673,0.2,30.7870821,0.188530815,0.349853206,0.025,0.3083,0.2792,4.0833,50.5,45.4167,24.5139,set5_no6_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,2,2,1,1,979.9872,723.01,273.5281,700.6301,1,206.5549,22.293,18.018,37.8378,0.1833,38.88497055,0.238119844,0.441874665,0.0333,0.2375,0.3583,5.2982,37.7632,56.9386,22.3236,set5_no7_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,0,2,2,1,1,952.5314,674.9068,213.3124,537.2238,1,112.966,16.6667,33.3333,51.6667,0.175,29.8159209,0.182583716,0.338817283,0.025,0.2833,0.3083,4.057,45.8333,50.1096,21.689,set5_no7_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,1,1,1,1,1,793.1424,779.1277,117.0897,326.584,1,51.8331,47.5836,59.4796,72.8625,0.1417,18.125412,0.110994562,0.205970591,0.0146,0.2958,0.3583,2.1726,44.2247,53.6028,7.8174,set5_no8_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,1,1,1,1,1,825.2448,826.92,154.6682,486.2481,1,69.5654,40.9938,59.6273,78.2609,0.1667,26.98676955,0.165258846,0.306667836,0.0083,0.2625,0.3708,1.2996,40.9873,57.7131,7.3534,set5_no8_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,1,1,1,1,2,849.157,864.161,329.4812,580.2342,2,157.8916,46.7066,66.4671,86.2275,0.1833,32.2029981,0.197201458,0.36594316,0.0208,0.2625,0.3458,3.307,41.693,55,12.1551,set5_no9_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,1,1,1,1,2,874.5158,910.574,235.7289,455.804,1,155.6449,27.5304,42.1053,56.6802,0.15,25.297122,0.154911953,0.287467295,0.025,0.2333,0.3708,3.899,37.3153,58.7857,10.7426,set5_no9_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,2,1,1,1,1,871.4674,897.2157,131.6713,372.6666,1,81.0536,41.4414,57.6577,75.6757,0.1583,20.6829963,0.126656438,0.235034049,0.0111,0.275,0.3806,1.6643,40.9871,57.3486,7.9418,set5_no11_1.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,2,1,1,1,1,830.3986,885.3187,176.8737,491.9979,1,110.324,42.1348,57.3034,74.1573,0.1583,27.30588345,0.167213003,0.31029413,0.0042,0.2292,0.4083,0.6579,35.695,63.6471,5.4206,set5_no11_2.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,3,1,1,1,1,1032.4466,1088.8295,340.33,440.6097,3,64.1984,35.3741,47.619,61.2245,0.1583,24.45383835,0.149747938,0.277884527,0.0028,0.3042,0.4306,0.33,40.5758,59.0942,4.7374,set5_no13_1a.TRC
Subject29,2,55.5,163.3,20.8123257,88,87,3,1,1,1,1,991.6678,1031.6926,183.3372,598.9293,1,129.3805,59.6774,74.1935,88.7097,0.15,33.24057615,0.203555273,0.37773382,0.0056,0.2889,0.4028,0.7892,41.4103,57.8005,4.9238,set5_no13_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,1,2,2,1126.222,1129.5878,591.0371,535.4439,2,290.7186,42.029,55.0725,69.5652,0.1583,25.27295208,0.155048786,0.296630893,0.0767,0.5783,0.1617,9.3226,70.8375,19.8399,12.9348,set1_no1_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,1,2,2,1151.3844,1149.8126,528.7479,587.9623,2,290.1705,40.1544,52.5097,66.4093,0.1417,27.75182056,0.170256568,0.325725593,0.0625,0.5208,0.1583,8.4141,70.2154,21.3705,13.8616,set1_no1_2a.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,2,1,1,1,943.4652,1003.4699,419.1033,564.9703,2,202.8531,55.2632,68.4211,82.8947,0.175,26.66659816,0.163598762,0.312988241,0.1056,0.7333,0.2556,9.6372,67.0343,23.3285,18.2295,set1_no2_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,2,1,1,1,956.3376,975.123,603.8532,425.1785,3,73.8849,60.9375,75,90.625,0.1583,20.0684252,0.123119173,0.235544897,0.0875,0.55,0.1833,10.6546,66.9897,22.3557,19.4174,set1_no2_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,2,2,1,1,800.1776,667.9429,455.9292,541.0749,2,172.9969,37.2549,56.8627,78.4314,0.175,25.53873528,0.156679358,0.299750414,0.0208,0.3667,0.1583,3.7348,67.2736,28.9916,23.048,set1_no3_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,2,2,1,1,894.1362,812.0818,424.1062,593.9057,2,171.5254,72.3164,97.1751,122.0339,0.1833,28.03234904,0.171977601,0.329018181,0.0375,0.4,0.1625,6.0023,67.2494,26.7483,22.0741,set1_no3_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,2,1,1,940.499,738.5463,428.0073,631.7532,2,254.2798,-5.0847,6.6667,25,0.1833,29.81875104,0.182937123,0.349985341,0.0292,0.3958,0.1667,4.9136,66.9744,28.112,23.6813,set1_no4_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,2,1,1,713.4362,882.871,461.6517,466.1859,2,156.7406,9.5694,30.622,53.5885,0.1917,22.00397448,0.134993708,0.258262611,0.025,0.4125,0.1458,4.2866,70.7389,24.9745,24.4594,set1_no4_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,1,1,2,1101.1368,1068.7592,485.5318,691.4595,2,243.9448,6.1538,28.7179,51.2821,0.1833,32.6368884,0.200226309,0.38306207,0.0125,0.4,0.1292,2.3201,73.84,23.84,22.3078,set1_no5_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,1,1,2,1102.894,1061.3651,485.8612,667.2029,2,190.9157,20.7547,39.6226,60.3774,0.175,31.49197688,0.193202312,0.369624142,0.0222,0.4,0.1583,3.582,69.1997,27.2183,23.2704,set1_no5_2a.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,1,2,1,1132.3918,1099.11,412.7578,619.3866,2,269.4091,44.8133,56.4315,69.7095,0.125,29.23504752,0.17935612,0.343134361,0.0111,0.4056,0.1444,1.9853,72.2521,25.7626,22.3528,set1_no6_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,1,2,1,1099.8746,1069.0716,550.4646,539.5415,2,311.1887,33.9623,50.9434,69.8113,0.1583,25.4663588,0.15623533,0.298900925,0.025,0.4056,0.15,4.0107,70.3805,25.6087,21.2625,set1_no6_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,1,1,1,1141.716,1209.3943,498.706,635.3815,3,149.8268,46.875,60.9375,76.5625,0.1583,29.9900068,0.183987772,0.351995385,0.0708,0.6958,0.1708,7.5498,74.2178,18.2325,12.6944,set1_no7_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,0,1,1,1,1,1093.511,1096.884,409.5229,532.2412,2,162.1961,38.2979,52.4823,66.6667,0.1667,25.12178464,0.154121378,0.294856627,0.0688,0.5458,0.1792,8.5025,68.7769,22.7206,16.6891,set1_no7_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,1,1,1,1,1,752.1718,742.0635,305.1817,336.1897,3,98.3672,41.6107,56.3758,71.1409,0.1833,15.86815384,0.097350637,0.186245937,0.025,0.5125,0.2375,3.2017,66.2811,30.5173,7.9031,set1_no8_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,1,1,1,1,1,817.2508,847.0793,309.5732,693.1863,2,133.9494,38.0282,53.5211,70.4225,0.1917,32.71839336,0.20072634,0.384018701,0.0271,0.4792,0.2167,3.7331,66.3419,29.9251,9.9922,set1_no8_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,1,1,1,1,2,898.6122,931.1876,534.764,634.0598,2,238.6768,35.8209,50.7463,65.6716,0.1667,29.92762256,0.183605046,0.351263176,0.0396,0.4313,0.2104,5.7206,63.6957,30.5837,11.7873,set1_no9_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,1,1,1,1,2,942.031,1014.7033,421.3681,701.5974,3,96.076,33.9768,47.8764,61.7761,0.15,33.11539728,0.203161947,0.388678372,0.0396,0.4313,0.2021,5.8324,64.0639,30.1038,12.2804,set1_no9_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,2,1,1,1,1,842.5878,889.988,307.1462,682.7687,2,163.0982,43.3566,55.9441,68.5315,0.15,32.22668264,0.197709709,0.378247449,0.0271,0.4875,0.2063,3.6995,67.6836,28.6169,8.3759,set1_no11_1.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,2,1,1,1,1,922.436,1011.0303,372.5737,629.6134,2,146.8976,29.8507,44.7761,59.7015,0.1667,29.71775248,0.1823175,0.348799912,0.0194,0.4778,0.1639,2.943,72.2785,24.7785,8.9679,set1_no11_2.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,3,1,1,1,1,817.6264,900.7375,302.9562,355.6438,3,111.6552,39.0625,56.25,73.4375,0.1833,16.78638736,0.102983972,0.197023326,0.0083,0.4639,0.2167,1.2097,67.3376,31.4526,4.2018,set1_no13_1a.TRC
Subject23,2,47.2,163,17.76506455,85.2,84.5,3,1,1,1,1,816.776,853.1485,240.1804,596.8527,1,137.1521,46.2151,60.5578,74.9004,0.15,28.17144744,0.172830966,0.330650792,0.0104,0.3833,0.2229,1.6773,61.838,36.4848,4.9663,set1_no13_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,1,1,1,1218.113,1242.0505,290.4416,556.3552,2,143.4451,35.5556,48.8889,63.7037,0.1583,34.27148032,0.210642165,0.412909401,0.0563,0.4104,0.2146,8.2241,60.3315,31.4444,18.7652,set2_no1_1a.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,1,1,1,1246.8192,1276.3235,247.1089,481.5755,1,163.2917,46.6165,63.1579,81.203,0.1917,29.6650508,0.182329753,0.357410251,0.0438,0.4188,0.1979,6.4122,63.5308,30.057,20.0827,set2_no1_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,2,1,1,1119.1918,992.0938,255.4206,555.1194,1,127.9137,30.9677,43.871,58.0645,0.175,34.19535504,0.210174278,0.411992229,0.075,0.5042,0.2542,9.0074,60.2912,30.7014,20.6176,set2_no2_1a.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,2,1,1,816.7112,1156.6207,382.9169,437.9716,2,157.2399,31.8339,47.0588,62.2837,0.1833,26.97905056,0.165820839,0.325048802,0.0667,0.4521,0.225,8.8109,60.8254,30.3637,20.8979,set2_no2_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,1,1,2,1291.0072,1349.8414,485.8568,588.7353,2,131.5668,34.9345,52.4017,71.6157,0.175,36.26609448,0.222901626,0.436940897,0.0417,0.3667,0.2083,6.7482,59.4397,33.8121,18.5194,set2_no3_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,1,1,2,1300.7364,1351.0563,387.0106,649.3653,2,174.0113,18.8976,36.2205,53.5433,0.1833,40.00090248,0.245856807,0.481938584,0.0396,0.3917,0.1792,5.9918,64.1914,29.8168,19.4107,set2_no3_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,1,2,2,1294.1048,1331.6623,428.6814,387.5853,2,291.3458,1.5748,18.8976,37.7953,0.1917,23.87525448,0.146744035,0.287653668,0.0528,0.4111,0.2056,7.8741,61.2318,30.8941,18.5515,set2_no4_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,1,2,2,1308.4444,1388.7896,431.0873,589.7879,2,263.9866,11.0672,26.8775,44.2688,0.175,36.33093464,0.223300151,0.437722104,0.0361,0.3972,0.1833,5.2669,64.2514,30.4817,19.3978,set2_no4_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,1,2,1,1296.9392,1376.2754,372.9199,571.5921,1,264.4531,7.6628,26.0536,45.977,0.2083,35.21007336,0.216411022,0.424217751,0.0472,0.4028,0.1917,6.9109,62.9206,30.1685,20.4104,set2_no5_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,1,1,2,1,1294.4696,1400.1107,362.6557,488.8516,1,281.5502,14.3426,31.8725,50.996,0.1917,30.11325856,0.185084564,0.362810344,0.0292,0.3792,0.1708,4.7237,65.2577,30.0186,19.443,set2_no5_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,2,1,1,1,1083.094,1115.7271,393.089,497.3022,1,267.1941,15.3846,35.3846,55.3846,0.2167,30.63381552,0.188284054,0.369082115,0.0567,0.4933,0.1933,7.6811,66.0885,26.2303,16.8335,set2_no6_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,2,1,1,1,994.7258,1040.7514,363.9024,584.3528,1,252.0452,14.1176,31.3725,50.1961,0.1917,35.99613248,0.221242363,0.433688343,0.065,0.4817,0.185,8.923,65.7127,25.3642,17.8022,set2_no6_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,2,2,1,1,858.6126,815.1752,329.164,505.2655,1,194.1729,38.6293,49.8442,62.3053,0.1583,31.1243548,0.191299046,0.374992227,0.0847,0.6292,0.2278,9.0002,66.7889,24.2108,16.5655,set2_no7_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,0,2,2,1,1,918.2032,797.6869,321.0807,550.4692,1,231.2807,38.3562,54.7945,71.2329,0.2,33.90890272,0.208413661,0.408540997,0.0722,0.5333,0.2153,8.7997,64.8376,26.3627,17.3332,set2_no7_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,1,1,1,1,1,834.9788,876.9407,548.0004,398.2626,3,82.7202,36.0902,47.1178,58.1454,0.1833,24.53297616,0.150786578,0.295578026,0.0389,0.775,0.2833,3.5131,71.1766,25.3103,9.4926,set2_no8_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,1,1,1,1,1,877.6374,960.9992,268.0683,470.9932,2,125.3485,25.656,39.6501,53.6443,0.2,29.01318112,0.178323178,0.349556399,0.035,0.6733,0.2417,3.6466,70.5303,25.8232,10.5529,set2_no8_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,1,1,1,1,2,849.5574,892.9369,467.5817,490.3199,2,126.0933,44.5714,57.1429,69.7143,0.1833,30.20370584,0.185640478,0.36390007,0.0486,0.7083,0.2083,5.0001,73.3995,21.6005,12.0306,set2_no9_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,1,1,1,1,2,943.3382,992.136,395.3003,626.6363,2,224.2989,26.8041,41.2371,55.6701,0.2333,38.60079608,0.237251359,0.465069832,0.0583,0.7708,0.1979,5.5855,74.9224,19.4921,11.4436,set2_no9_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,2,1,1,1,1,850.808,891.4125,398.8104,558.0038,3,220.2212,49.3151,59.3607,69.4064,0.1833,34.37303408,0.211266343,0.414132941,0.0083,1.0357,0.2,0.6656,83.2412,16.0933,5.9904,set2_no11_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,2,1,1,1,1,851.029,905.7652,538.7205,376.1271,3,53.7108,51.2586,62.2426,74.1419,0.2083,23.16942936,0.142405835,0.279149751,0.0153,0.9417,0.2389,1.2949,78.8955,19.8096,5.0362,set2_no11_2.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,3,1,1,1,1,751.3934,799.961,496.7523,304.261,3,69.5135,56.3107,66.0194,75.7282,0.1667,18.7424776,0.115196543,0.225812983,0.0104,0.9604,0.1958,0.8949,81.8957,17.2094,4.1291,set2_no13_1.TRC
Subject22,2,61.6,162.7,23.27049418,83,84,3,1,1,1,1,772.5204,805.4638,453.6068,446.7444,3,79.5888,38.0952,48.1203,58.1454,0.1667,27.51945504,0.169142317,0.331559699,0.0094,0.9354,0.1563,0.8863,84.9402,14.1735,4.8068,set2_no13_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,1,1,2,1185.2732,1126.294,450.3988,621.7668,2,238.2194,35.2113,52.1127,69.0141,0.2,44.70503292,0.271433108,0.505141615,0.0458,0.4083,0.2625,6.1307,56.9345,36.9348,19.7276,set3_no1_1a.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,1,1,2,1158.7566,1123.5237,334.5639,644.1623,2,193.0579,30.5455,46.5455,62.5455,0.1833,46.31526937,0.281209893,0.523336377,0.025,0.3771,0.2375,3.8162,58.8127,37.3711,20.8852,set3_no1_2a.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,1,1,1,1168.1684,1198.625,543.7262,460.926,3,95.6918,33.4545,49.4545,66.9091,0.1917,33.1405794,0.201217847,0.374469824,0.0271,0.3646,0.2438,4.1833,57.2563,38.5604,21.05,set3_no2_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,1,1,1,1133.911,1168.1665,478.9514,514.6465,3,92.0874,42.6471,55.8824,69.1176,0.15,37.00308335,0.224669601,0.418113936,0.0292,0.3458,0.2604,4.5461,54.3117,41.1423,20.4673,set3_no2_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,1,2,2,1145.9098,1202.4071,481.701,490.5176,2,306.7045,-22.5,13.3333,28.1481,0.1667,35.26821544,0.214136099,0.398510909,0.0389,0.3583,0.2667,5.7016,53.9129,40.3855,20.7923,set3_no3_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,1,2,2,1141.256,1158.3329,364.843,554.4978,2,255.5476,2.974,16.3569,31.2268,0.1583,39.86839182,0.242066738,0.450490303,0.0306,0.3611,0.2556,4.7533,55.6385,39.6082,20.8044,set3_no3_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,2,2,1,1,799.266,706.9991,373.8733,540.9103,2,66.1997,52.2613,61.3065,71.3568,0.1583,38.89145057,0.236135098,0.439451419,0.1028,0.8861,0.2236,8.456,73.0156,18.5284,11.6157,set3_no4_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,2,2,1,1,665.5576,562.1997,609.9302,450.9856,3,194.8309,43.6782,56.3218,70.1149,0.1917,32.42586464,0.196878352,0.366393951,0.0792,0.7472,0.2278,7.5106,70.9147,21.5746,11.4624,set3_no4_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,1,2,1,1117.005,1109.5988,379.1631,514.6668,1,239.4016,11.7216,26.3736,41.0256,0.1667,37.00454292,0.224678463,0.418130428,0.0611,0.3972,0.2667,7.989,55.0328,36.9782,21.1546,set3_no5_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,1,2,1,1112.1448,1114.9374,521.2086,583.3699,2,298.9689,1.4815,19.2593,37.037,0.2,41.94429581,0.254670891,0.473946845,0.0361,0.3611,0.2583,5.3807,55.4805,39.1389,21.1551,set3_no5_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,2,1,1,1113.9296,825.1828,485.4536,721.8676,2,215.3554,44.4444,53.3333,62.2222,0.15,51.90228044,0.315132243,0.586466446,0.0667,0.6292,0.3854,6.0423,58.3183,35.6394,17.7213,set3_no6_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,1,2,1,1,1160.1776,892.5854,457.4769,688.0035,2,251.2635,48.294,58.7927,70.3412,0.175,49.46745165,0.300348826,0.558954256,0.0458,0.5458,0.3896,4.5967,55.9085,39.4949,17.5452,set3_no6_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,2,1,1,1,851.4048,844.2767,537.7403,626.1657,3,148.3151,38.0228,53.2319,68.4411,0.1667,45.02131383,0.273353454,0.508715411,0.05,0.5083,0.1903,6.6548,67.961,25.3843,11.3298,set3_no7_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,0,2,1,1,1,960.972,952.169,539.6524,602.7314,2,234.8795,34.717,49.8113,66.4151,0.175,43.33638766,0.263123179,0.489676697,0.0528,0.4986,0.1986,6.995,66.5551,26.4499,12.0687,set3_no7_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,1,1,1,1,1,685.4812,362.4201,385.1206,466.613,4,111.541,38.5714,54.2857,70,0.1833,33.5494747,0.203700514,0.37909011,0.0403,0.5014,0.2083,5.3214,66.6035,28.0751,8.9289,set3_no8_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,1,1,1,1,1,700.5982,435.914,570.2793,405.3349,3,86.8464,48.3516,63.0037,77.6557,0.1667,29.14357931,0.17694948,0.329305981,0.0313,0.4875,0.1813,4.4577,69.4347,26.1076,10.6787,set3_no8_2a.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,1,1,1,1,2,728.6744,490.2136,466.7409,685.2449,2,158.7441,41.4815,59.2593,77.037,0.2,49.26910831,0.299144556,0.556713088,0.0438,0.4875,0.1729,6.2234,69.1212,24.6554,11.6289,set3_no9_1.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,1,1,1,1,2,682.757,470.0782,397.4914,645.472,2,135.0156,12.0755,27.1698,43.7736,0.175,46.4094368,0.281781644,0.524400416,0.0444,0.4722,0.1722,6.4621,68.4815,25.0564,12.552,set3_no9_2.TRC
Subject21,2,71.9,164.7,26.50584732,88.5,87,2,1,1,1,1,709.664,504.359,242.1659,222.347,3,44.8596,40.1544,55.5985,71.0425,0.1667,15.9867493,0.097065873,0.180641235,0.025,0.4854,0.1438,3.7929,74.1997,22.0074,7.9173,set3_no11_1.TRC
