,sex,weight,height,BMI,left_leg_length,right_leg_length,crouch,stride,speed,push_timing,push_direction,actual_stride,actual_speed,maximal_detour_distance,push_force_normalized,maximal_detour_step,detour_first_step,push_start,push_mid,push_end,push_duration,push_force_not_normalized,push_force_norm_height,push_force_norm_leglength,First Rocker Time,Second Rocker Time,Third Rocker Time,First Rocker %,Second Rocker %,Third Rocker %,swing_foot_ang_heel,mocap_data_name
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,1,2,2,1238.5918,1344.5154,554.7065,760.4231,2,293.981,-11.2971,20.7792,45.0216,0.225,36.57635111,0.224394792,0.438040133,0.0354,0.3146,0.2271,6.0307,54.3774,39.592,17.1065,set1_no1_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,1,2,2,1249.5906,1392.6299,481.7544,577.8249,2,290.1412,-11.8943,14.3498,35.8744,0.1917,27.79337769,0.17051152,0.332854823,0.0313,0.3167,0.1833,5.7494,59.84,34.4106,19.4679,set1_no1_2.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,2,1,1,1,1160.9172,1377.7872,441.4056,697.7242,2,186.7791,0,31.068,62.1359,0.2667,33.56053402,0.205892847,0.401922563,0.0467,0.3067,0.195,8.5719,55.6486,35.7794,14.5305,set1_no2_1a.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,2,1,1,1,1245.7628,1441.297,388.5578,533.8753,3,122.4912,16.0804,44.2211,72.3618,0.2333,25.67940193,0.157542343,0.307537748,0.0306,0.2472,0.2,6.2676,51.626,42.1063,16.3573,set1_no2_2.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,2,2,1,1,1003.2742,1067.3944,732.9456,332.0453,4,104.3426,20.0837,43.5146,66.9456,0.2333,15.97137893,0.09798392,0.191273999,0.0583,0.44,0.1633,8.7674,66.2554,24.9772,15.4673,set1_no3_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,2,2,1,1,1013.374,997.7804,329.2969,570.7456,1,239.5019,5.0847,33.8983,62.7119,0.2833,27.45286336,0.168422475,0.328776807,0.0467,0.405,0.2,7.1937,61.9734,30.8329,13.9612,set1_no3_2a.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,2,1,1,1108.6736,983.9412,224.945,588.6354,1,140.3569,17.8439,37.1747,56.5056,0.2167,28.31336274,0.173701612,0.339082189,0.0625,0.4083,0.2625,8.5227,55.6818,35.7955,17.4069,set1_no4_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,2,1,1,1137.3648,1063.478,399.8717,633.3753,1,278.1042,4.5977,26.0536,49.0421,0.2417,30.46535193,0.186904,0.364854514,0.06,0.4683,0.2067,8.1419,63.4368,28.4213,18.2075,set1_no4_2.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,1,1,2,1219.6898,1245.9243,429.1423,409.4524,2,262.5783,-16.7347,6.6946,25.1046,0.1833,19.69466044,0.120826138,0.235864197,0.0563,0.3521,0.2208,8.9274,55.9854,35.0873,19.8135,set1_no5_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,1,1,2,1215.2006,1181.2933,383.9155,538.2985,2,113.1056,42.0168,63.8655,85.7143,0.2167,25.89215785,0.158847594,0.310085723,0.0417,0.3778,0.1972,6.503,61.4842,32.0128,19.8558,set1_no5_2.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,1,2,1,1199.7976,1261.2994,438.4562,620.4464,2,73.1452,-47.9675,-23.5772,11.8143,0.25,29.84347184,0.183088784,0.357406848,0.0458,0.3729,0.1979,7.2658,60.5608,32.1734,18.618,set1_no6_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,1,2,1,1185.7812,1214.2066,508.7937,618.923,2,97.514,-36.9295,-12.0332,15.1261,0.25,29.7701963,0.182639241,0.356529297,0.045,0.3617,0.2183,7.0123,57.5788,35.4088,18.519,set1_no6_2.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,1,1,1,1194.0406,1229.8718,433.8667,640.3889,1,342.0692,0,23.6287,48.9451,0.2417,30.80270609,0.188973657,0.368894684,0.0542,0.3729,0.1979,8.5773,59.7479,31.6748,18.5675,set1_no7_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,0,1,1,1,1,1202.038,1173.0704,357.5234,715.3365,1,242.2024,14.8148,41.1523,67.4897,0.2667,34.40768565,0.211090096,0.412068092,0.0375,0.3375,0.2167,6.1441,57.7451,36.1108,19.6284,set1_no7_2.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,1,1,1,1,1,1133.0242,1127.1569,309.2092,663.7259,2,223.6716,11.4286,34.2857,58.7755,0.2417,31.92521579,0.19586022,0.382337914,0.025,0.4229,0.1688,4.0301,68.6485,27.3214,11.6396,set1_no8_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,1,1,1,1,1,1132.3338,1228.049,294.284,686.8512,1,233.5683,0,26.5487,53.0973,0.25,33.03754272,0.202684311,0.395659194,0.0333,0.3542,0.1875,5.8424,61.414,32.7436,13.8055,set1_no8_2a.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,2,1,1,1,1,869.8134,800.4851,636.3056,297.1604,3,127.0048,21.374,44.2748,67.1756,0.25,14.29341524,0.087689664,0.171178626,0.0181,0.5389,0.1347,2.5653,77.6983,19.7364,7.4105,set1_no10_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,2,1,1,1,1,982.3184,888.8721,342.0458,605.5768,3,194.0261,1.5209,31.9392,63.8783,0.3417,29.12824408,0.178700884,0.348841246,0.02,0.4917,0.1583,2.9724,73.2773,23.7502,8.4064,set1_no10_2.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,3,1,1,1,1,796.5384,661.3602,683.9079,478.9814,4,68.4278,26.1168,48.11,70.1031,0.2667,23.03900534,0.141343591,0.275916232,0.0097,0.6278,0.1431,1.2548,80.3226,18.4226,6.1051,set1_no12_1.TRC
Subject01,2,48.1,163,18.10380519,83.5,85,3,1,1,1,1,784.617,715.5856,581.3872,387.4811,3,68.4838,20.7407,44.4444,68.1481,0.2667,18.63784091,0.114342582,0.223207676,0.0139,0.575,0.125,1.9772,80.421,17.6019,6.0236,set1_no12_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,1,1,1,1306.9716,1225.4398,364.3606,643.5004,1,224.6227,15.625,32.8125,51.5625,0.1917,41.69882592,0.24342572,0.490574423,0.0417,0.3139,0.2278,7.1409,53.5493,39.3098,23.1028,set2_no1_1a.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,1,1,1,1343.4378,1309.2907,292.3178,657.8249,1,162.6102,36.6534,52.5896,70.1195,0.175,42.62705352,0.248844446,0.501494747,0.0417,0.3139,0.2194,7.2472,54.6184,38.1344,24.3746,set2_no1_2a.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,2,1,1,1048.5812,767.0282,364.9477,682.2556,1,196.4271,34.9398,49.3976,65.0602,0.2083,44.21016288,0.258086181,0.520119563,0.0883,0.5933,0.2767,9.2268,61.9721,28.8011,18.8889,set2_no2_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,2,1,1,1029.5114,733.2428,325.9599,693.5559,1,175.4305,46.4286,58.3333,71.4286,0.175,44.94242232,0.262360901,0.52873438,0.0883,0.6317,0.2683,8.8926,63.7242,27.3833,18.734,set2_no2_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,1,1,2,1258.8374,1189.8455,460.0081,610.887,2,215.0937,39.3443,59.0164,80.3279,0.2083,39.5854776,0.231088602,0.465711501,0.0556,0.3361,0.2556,8.5474,52.0171,39.4355,22.6783,set2_no3_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,1,1,2,1277.5816,1200.2864,260.1923,734.926,1,188.6604,47.0588,72.549,98.0392,0.2167,47.6232048,0.278010536,0.560272998,0.0278,0.3333,0.2222,4.751,57.1576,38.0913,22.9533,set2_no3_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,1,2,2,1315.2708,1240.966,196.5732,371.4494,1,36.23,-24.898,-8.5714,6.5306,0.1667,24.06992112,0.140513258,0.283175543,0.0417,0.3292,0.2292,6.9491,54.8356,38.2154,24.0236,set2_no4_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,1,2,2,1276.4818,1227.8062,421.0889,507.9633,2,47.3743,-29.6,-12,9.7561,0.1917,32.91602184,0.192154243,0.387247316,0.0333,0.3396,0.2167,5.66,57.5866,36.7535,22.8151,set2_no4_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,1,2,1,1286.6476,1235.7743,310.0006,670.2995,2,7.3562,-34.1365,-13.253,8.0972,0.2167,43.4354076,0.253563384,0.511004795,0.0354,0.3417,0.2208,5.9105,57.1125,36.9769,22.6935,set2_no5_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,1,1,2,1,1240.9038,1241.7027,401.0039,623.6836,1,253.8915,-14.8594,16.5289,38.0165,0.2167,40.41469728,0.235929348,0.475467027,0.0458,0.3333,0.2313,7.4866,54.6218,37.8916,23.9316,set2_no5_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,2,1,1,1,929.94,861.4864,319.7749,671.1556,1,169.2357,34.1085,54.2636,75.969,0.225,43.49088288,0.253887232,0.511657446,0.06,0.4917,0.1667,8.2598,68.5258,23.2145,15.8563,set2_no6_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,2,1,1,1,942.0768,879.6533,266.9153,694.7521,1,173.019,18.6047,37.2093,55.814,0.2,45.01993608,0.262813404,0.529646307,0.0542,0.4736,0.1681,7.6866,68.0883,24.225,15.4105,set2_no6_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,2,2,1,1,755.5902,549.9239,390.4328,681.8434,1,255.6258,30.4762,52.0635,74.9206,0.2917,44.18345232,0.257930253,0.519805321,0.0542,0.7583,0.1611,5.5237,77.931,16.5453,10.8907,set2_no7_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,0,2,2,1,1,756.058,529.5668,344.4171,749.4586,1,209.8986,23.9521,43.1138,62.2754,0.2667,48.56491728,0.283507982,0.571351968,0.0524,0.7988,0.1357,5.2302,81.0032,13.7667,10.3869,set2_no7_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,1,1,1,1,1,836.8132,746.1224,153.4712,582.9287,1,109.5879,41.0646,59.3156,77.5665,0.2,37.77377976,0.220512433,0.444397409,0.0095,0.5107,0.1429,1.4284,76.8502,21.7214,7.0689,set2_no8_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,1,1,1,1,1,764.0172,719.4302,231.7923,679.301,1,148.2647,27.5862,44.4444,61.3027,0.1833,44.0187048,0.256968504,0.517867115,0.0036,0.5083,0.1512,0.5139,76.8658,22.6203,4.794,set2_no8_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,2,1,1,1,1,801.9458,785.6455,240.6542,614.9,1,148.8014,22.7642,43.9024,65.0407,0.2167,39.84552,0.232606655,0.468770824,0.0024,0.4619,0.1417,0.3762,76.2611,23.3627,4.0265,set2_no10_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,2,1,1,1,1,815.2336,784.7842,284.3069,632.7561,1,187.238,27.907,48.062,68.2171,0.2167,41.00259528,0.239361327,0.482383474,0.015,0.4883,0.14,2.296,75.9344,21.7696,5.8564,set2_no10_2.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,3,1,1,1,1,837.0374,887.4099,233.2585,546.9985,2,161.8704,24.2424,43.29,64.0693,0.1917,35.4455028,0.206920623,0.417005915,0.0012,0.4464,0.1262,0.1984,77.7091,22.0925,4.8286,set2_no12_1.TRC
Subject02,1,64.8,171.3,22.08311225,85,84.5,3,1,1,1,1,986.9628,847.3861,289.9341,518.0545,1,181.7311,40.7273,56.7273,74.1818,0.1917,33.5699316,0.19597158,0.394940372,0.0017,0.4967,0.1583,0.2703,75.6373,24.0925,4.972,set2_no12_2.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,1,1,2,1107.9156,886.4014,506.2252,240.5268,2,219.7538,39.1892,54.0541,70.2703,0.1917,13.68597492,0.083096387,0.155522442,0.0617,0.5167,0.2367,7.5528,63.4049,29.0423,14.5602,set3_no1_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,1,1,2,1144.1098,896.2561,550.3331,300.5717,2,218.6255,7.0922,29.7872,53.9007,0.275,17.10252973,0.103840496,0.194346929,0.0563,0.4729,0.2188,7.4739,63.2205,29.3056,16.0382,set3_no1_2a.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,1,1,1,1142.4888,1021.7733,199.8973,350.9807,1,91.5874,40.7273,64,87.2727,0.2667,19.97080183,0.121255627,0.22694093,0.0444,0.4028,0.2639,6.2261,56.5533,37.2205,14.0477,set3_no2_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,1,1,1,1221.435,1081.7718,224.7336,393.9256,1,135.392,17.7778,42.963,68.1481,0.2833,22.41436664,0.136092086,0.254708712,0.0521,0.3896,0.2521,7.4791,55.9726,36.5483,14.9887,set3_no2_2.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,1,2,2,1167.4166,1062.4917,606.9565,367.6806,3,55.0692,-24.6154,-4.6154,20.2335,0.225,20.92102614,0.127025052,0.237738933,0.05,0.3729,0.2563,7.3596,54.8563,37.7841,16.3755,set3_no3_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,1,2,2,1212.602,1108.2455,378.2946,250.8818,2,52.5734,-29.771,-9.9237,10.728,0.2167,14.27517442,0.086673797,0.162217891,0.0583,0.375,0.2583,8.4096,54.1031,37.4873,16.7004,set3_no3_2.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,2,2,1,1,904.4504,473.7722,338.0049,468.0181,1,208.4808,43.318,60.8295,79.2627,0.325,26.63022989,0.161689313,0.302616249,0.075,0.9125,0.2979,5.8227,71.0438,23.1336,10.5646,set3_no4_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,1,2,1,1062.3526,858.7253,459.8382,494.9673,1,366.5034,-21.8543,1.3423,22.8188,0.2583,28.16363937,0.170999632,0.320041356,0.0604,0.5167,0.2604,7.2313,61.6852,31.0835,13.3752,set3_no5_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,1,2,1,1056.9152,860.3909,434.6807,533.6663,1,294.5409,0.6897,13.7457,31.6151,0.2167,30.36561247,0.184369232,0.345063778,0.0521,0.5063,0.2354,6.5534,63.8245,29.6222,15.148,set3_no5_2.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,2,1,1,995.753,512.3634,419.6711,452.4777,1,229.1273,48.172,61.0753,74.8387,0.2583,25.74598113,0.156320468,0.292567967,0.1067,1.035,0.28,7.3696,72.8882,19.7422,15.4797,set3_no6_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,1,2,1,1,1033.5072,535.4164,325.3493,514.552,1,171.7494,49.4062,65.5582,82.6603,0.2917,29.2780088,0.177765688,0.332704645,0.1111,0.9556,0.3222,8.0061,68.8212,23.1727,14.6947,set3_no6_2.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,2,1,1,1,974.4352,799.9495,248.3428,423.542,1,129.4621,36.8794,56.7376,78.0142,0.2417,24.0995398,0.14632386,0.273858407,0.04,0.5,0.2217,5.2152,65.73,29.0548,9.0842,set3_no7_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,0,2,1,1,1,964.1584,825.198,212.0826,377.2207,1,109.6525,41.8773,59.2058,77.9783,0.2083,21.46385783,0.130320934,0.243907475,0.0483,0.5067,0.205,6.3292,66.6619,27.0089,9.2908,set3_no7_2.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,1,1,1,1,1,737.0038,414.594,231.5827,413.1233,1,105.4297,44.1247,60.4317,77.6978,0.2917,23.50671577,0.142724443,0.26712177,0.0131,0.8893,0.2262,1.2125,78.5867,20.2008,3.1882,set3_no8_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,1,1,1,1,1,656.7348,377.6706,285.2292,438.318,1,160.9335,53.6193,71.8499,91.1528,0.2917,24.9402942,0.151428623,0.283412434,0.0202,0.9821,0.1857,1.7679,82.5517,15.6804,3.9294,set3_no8_2.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,2,1,1,1,1,721.0262,539.6143,224.3282,382.6811,1,106.0387,46.25,66.25,86.25,0.2667,21.77455459,0.132207375,0.24743812,0.0198,0.65,0.2021,2.2859,74.3863,23.3278,6.7116,set3_no10_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,2,1,1,1,1,734.3184,539.524,253.9683,441.1423,1,142.2944,28.0255,49.6815,72.6115,0.2917,25.10099687,0.152404353,0.285238601,0.0139,0.5944,0.2139,1.6688,72.2578,26.0735,4.9702,set3_no10_2.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,3,1,1,1,1,613.3986,450.1024,238.7468,609.7407,2,101.5259,43.2787,64.2623,85.2459,0.2667,34.69424583,0.210651159,0.394252794,0.0208,0.6021,0.226,2.408,70.822,26.77,5.7993,set3_no12_1.TRC
Subject03,2,56.9,164.7,20.97611561,88,88.5,3,1,1,1,1,608.1112,440.5762,320.1333,519.3164,1,170.3437,35.0649,53.2468,72.7273,0.2417,29.54910316,0.179411677,0.335785263,0.0242,0.6525,0.1692,2.776,76.9377,20.2864,4.3494,set3_no12_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,2,2,1,1,670.7288,419.6584,611.0522,535.499,2,224.3521,45.7766,61.0354,77.3842,0.2417,40.3230747,0.222533525,0.420032028,0.0344,0.9042,0.1729,3.0788,81.3151,15.606,9.7577,set4_no1_1.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,2,2,1,1,739.0046,517.6508,755.2485,585.67,2,215.0064,49.3976,62.6506,77.1084,0.1917,44.100951,0.243382732,0.459384906,0.0536,0.794,0.1786,5.2,77.4037,17.3963,10.5627,set4_no1_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,1,1,1,1173.0974,1086.1236,651.9692,535.5347,2,316.9003,18.5328,38.61,60.2317,0.225,40.32576291,0.22254836,0.42006003,0.0229,0.4563,0.1625,3.5707,71.0695,25.3598,18.6638,set4_no2_1a.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,1,1,1,1141.3214,1009.1479,735.4786,477.3094,2,349.1435,14.9813,37.4532,61.4232,0.2583,35.94139782,0.198352085,0.374389561,0.0313,0.4833,0.1729,4.5112,70.3522,25.1366,19.2077,set4_no2_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,1,2,2,1161.2846,1066.2405,1285.7164,434.3947,3,447.4961,-20.3065,0,20.0772,0.2167,32.70992091,0.180518327,0.340728343,0.0292,0.4583,0.1708,4.3505,69.7839,25.8656,19.2707,set4_no3_1.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,1,2,2,1229.669,1140.8735,688.6359,327.8502,2,341.7169,-17.5097,9.4488,33.0709,0.25,24.68712006,0.136242384,0.257157501,0.0271,0.4521,0.1625,4.2142,70.4925,25.2933,19.2342,set4_no3_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,2,1,1,1,863.9716,795.2667,584.591,476.8812,2,214.1696,26.2548,49.4208,74.1313,0.2583,35.90915436,0.198174141,0.374053691,0.05,0.5217,0.1733,6.6749,70.0292,23.296,12.425,set4_no4_1a.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,2,1,1,1,848.492,763.6258,538.6306,451.152,2,200.288,31.8182,53.0303,74.2424,0.2333,33.9717456,0.18748204,0.35387235,0.056,0.5464,0.1595,7.3251,71.7592,20.9157,11.5539,set4_no4_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,2,1,1,1011.6372,681.3374,702.1926,679.9522,2,315.7667,14.8571,36.5714,59.4286,0.325,51.20040066,0.282562918,0.533337507,0.075,0.7396,0.2167,7.2745,71.7201,21.0054,18.9211,set4_no5_1.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,2,1,1,993.9904,622.8353,547.0977,489.3078,2,245.4884,21.6216,43.2432,65.9459,0.3417,36.84487734,0.203338175,0.383800806,0.0958,0.8458,0.2021,8.2789,73.95,17.7711,18.1016,set4_no5_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,1,1,2,1150.4428,1077.7671,472.0082,487.1217,2,176.1932,25.498,43.0279,62.1514,0.1917,36.68026401,0.202429713,0.382086083,0.0317,0.44,0.1683,4.855,68.8483,26.2967,18.391,set4_no6_1b.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,1,1,2,1141.2838,1079.3173,761.7011,378.9283,3,104.4232,46.7742,64.5161,83.871,0.1917,28.53330099,0.157468549,0.297221885,0.0283,0.445,0.1617,4.4207,70.1413,25.4381,18.7711,set4_no6_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,1,2,1,1127.5098,1127.9449,849.6279,421.7217,3,28.5305,-30.5785,-9.0909,13.278,0.225,31.75564401,0.175251899,0.330787958,0.0354,0.4021,0.1854,5.5763,64.6561,29.7676,17.5198,set4_no7_1.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,0,1,1,2,1,1186.9586,1157.3606,665.9024,485.6066,2,322.8103,-16.4659,4.878,26.0163,0.2083,36.56617698,0.201800094,0.380897677,0.0208,0.4375,0.15,3.4272,71.8779,24.6948,19.5351,set4_no7_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,1,1,1,1,1,666.1168,664.6956,365.6811,371.6941,3,116.1573,18.41,45.1883,73.6402,0.275,27.98856573,0.154462283,0.29154756,0.0125,0.4865,0.1625,1.8876,73.2205,24.8918,3.4903,set4_no8_1a.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,1,1,1,1,1,702.748,618.4374,275.5798,340.879,2,107.0287,30.9963,51.6605,72.3247,0.2333,25.6681887,0.141656671,0.267376966,0.019,0.5119,0.181,2.6685,71.9387,25.3928,4.634,set4_no8_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,2,1,1,1,1,578.5648,561.288,377.2573,294.3916,3,63.9963,32.618,53.2189,73.8197,0.2,22.16768748,0.122338231,0.230913411,0.0142,0.565,0.1117,2.0678,81.4062,16.526,5.3294,set4_no10_1.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,2,1,1,1,1,616.3502,608.2827,445.9302,322.9044,3,53.5538,27.7056,51.9481,-100,0.2333,24.31470132,0.134187093,0.253278139,0.0176,0.5093,0.1204,2.7324,78.6137,18.6539,5.1222,set4_no10_2.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,3,1,1,1,1,550.1308,547.0107,463.8879,344.424,4,78.6649,31.441,54.1485,78.6026,0.225,25.9351272,0.143129841,0.270157575,0.0045,0.5023,0.1205,0.7396,80.0064,19.2541,3.3325,set4_no12_1.TRC
Subject04,1,75.3,181.2,22.93393565,96,96.2,3,1,1,1,1,558.4256,519.1903,584.168,335.4631,4,32.7484,53.913,71.3043,-87.5556,0.175,25.26037143,0.139406023,0.263128869,0.0083,0.5,0.128,1.3108,78.5919,20.0973,2.6697,set4_no12_2.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,2,1,1,1,1118.5006,1233.7793,313.2509,609.4943,1,226.3589,13.2701,37.9147,64.455,0.225,35.04592225,0.220970506,0.438074028,0.0361,0.2417,0.2583,6.5466,44.9864,48.467,14.4344,set5_no1_1a.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,2,1,1,1,1185.2944,1324.0483,339.1395,553.7961,2,170.7801,16.5899,40.553,64.5161,0.2167,31.84327575,0.200777275,0.398040947,0.0375,0.2736,0.2347,6.5478,49.8126,43.6396,15.8457,set5_no1_2.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,2,1,1,1071.0694,987.9018,329.1076,474.665,2,188.332,21.374,38.1679,56.4885,0.1917,27.2932375,0.172088509,0.341165469,0.0533,0.3433,0.3133,7.415,48.1362,44.4487,16.1569,set5_no2_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,2,1,1,1054.5062,957.3776,431.0038,502.2483,1,307.9355,13.9535,29.4574,46.5116,0.175,28.87927725,0.182088759,0.360990966,0.0542,0.3333,0.3208,7.655,47.0653,45.2796,15.2644,set5_no2_2.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,1,1,2,1196.5968,1240.2818,447.6262,441.125,2,264.0851,30.3571,48.2143,67.8571,0.175,25.3646875,0.159928673,0.317058594,0.04,0.2683,0.2533,7.0304,47.8516,45.1181,17.4083,set5_no3_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,1,1,2,1175.8136,1216.0275,393.6901,574.1708,2,251.3721,22.6087,43.4783,66.087,0.2083,33.014821,0.208164067,0.412685263,0.0417,0.2972,0.2514,7.031,50.2673,42.7018,17.3667,set5_no3_2.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,1,2,2,1196.7718,1196.1231,512.6112,475.8818,2,292.0484,-15.3527,3.3333,26.6667,0.225,27.3632035,0.172529656,0.342040044,0.0521,0.3104,0.2667,8.235,49.4201,42.3449,18.8476,set5_no4_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,1,2,2,1144.49,1120.6375,455.3055,366.7362,2,260.7398,-16.4659,3.252,24.3902,0.2167,21.0873315,0.132959215,0.263591644,0.0542,0.3125,0.2854,8.2527,47.847,43.9003,17.2754,set5_no4_2.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,1,2,1,1201.7384,1204.0962,493.6479,417.6072,2,281.0464,24.3902,6.338,31.6901,0.2,24.012414,0.151402358,0.300155175,0.0667,0.25,0.325,10.3896,38.961,50.6494,18.7654,set5_no5_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,1,2,1,1156.5886,1141.8045,446.2033,623.6792,2,271.8324,26.776,18.0328,40.9836,0.2333,35.861554,0.226113203,0.448269425,0.0417,0.3375,0.25,6.6228,53.6316,39.7456,17.7953,set5_no5_2a.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,1,1,1,1316.5728,1218.6975,225.3857,673.6878,1,112.1832,26.3158,49.1228,73.6842,0.225,38.7370485,0.244243685,0.484213106,0.0458,0.2833,0.2583,7.7968,48.2394,43.9638,16.5873,set5_no6_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,1,1,1,1,1184.6758,1233.3761,286.7026,506.2704,1,200.3423,10.2564,30.7692,52.9915,0.2083,29.110548,0.183546961,0.36388185,0.0417,0.2979,0.2438,7.0133,51.0734,41.9133,18.1352,set5_no6_2.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,2,2,1,1,919.742,773.3243,230.5271,596.8738,1,152.827,24.3728,44.4444,64.5161,0.2333,34.3202435,0.216394978,0.429003044,0.0521,0.4438,0.2792,6.6935,57.2519,36.0546,12.7352,set5_no7_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,0,2,2,1,1,931.6634,887.5048,280.0607,688.5886,1,177.9695,16.9231,40,63.0769,0.25,39.5938445,0.24964593,0.494923056,0.0517,0.4683,0.24,6.781,61.2596,31.9594,13.4941,set5_no7_2.TRC
